Title,Description,Links,Publication Date

Девушка с прыщами на лице сделала макияж и обрела внешность Кэти Перри,"Блогерша (имя и фамилия неизвестны) с косметическими дефектами на лице сделала макияж и обрела внешность американской певицы Кэти Перри. Героиня публикации выровняла тон кожи, нанесла на веки блестящие коричневые тени и нарисовала графические стрелки, а также наклеила искусственные ресницы.",https://lenta.ru/news/2023/02/28/makeupartist/,"Tue, 28 Feb 2023 19:18:00 +0300"

Украинские беженцы пожаловались на лишение родительских прав в странах Европы,"Украинские беженцы, находящиеся в странах Европы, пожаловались на участившиеся случаи лишения родительских прав. Жительница Северодонецка Елена Дашко, которую также лишили родительских прав, сообщила, что консульство в этом вопросе бессильно и ей известно только об одном случае возвращения ребенка в семью.",https://lenta.ru/news/2023/02/28/prava/,"Tue, 28 Feb 2023 19:16:00 +0300"

Пентагон отреагировал на приостановку Россией членства в ДСНВ,"Приостановка Россией членства в Договоре по сокращению стратегических наступательных вооружений (ДСНВ) существенно не повлияет на работу двусторонних инспекций, заявил заместитель министра обороны США Колин Каль. «С практической точки зрения, приостановка не приведет к существенным изменениям», — сказал он.",https://lenta.ru/news/2023/02/28/pentagonreaction/,"Tue, 28 Feb 2023 19:15:00 +0300"

Россиянин избил 92-летнего деда и угрожал взорвать квартиру,"На западе Москвы 38-летний мужчина избил 92-летнего пенсионера. Внук напал на деда и угрожал убить его в квартире на Кастанаевской улице. Затем он спрятался в комнате. Прибывшие полицейские просили фигуранта выйти, а тот отказывался. Вскоре он вышел с предметом, похожим на гранату, стал угрожать его взорвать.",https://lenta.ru/news/2023/02/28/vnulded/,"Tue, 28 Feb 2023 19:13:00 +0300"

Путин утвердил прекращение действия в отношении России договоров Совета Европы,"Президент России Владимир Путин утвердил прекращение действия в отношении России договоров Совета Европы. Соответствующий документ он подписал 28 февраля. Закон опубликован на официальном портале правовой информации. В документе говорится, что он принят в связи с прекращением членства Российской Федерации в СЕ.",https://lenta.ru/news/2023/02/28/dohovory/,"Tue, 28 Feb 2023 19:09:00 +0300"

На Украине сообщили об увеличении числа раненых украинских военных,"В Артемовске возросло число раненых украинских военных. Об этом сообщает издание «Обозреватель» со ссылкой на начальника одной из медицинских служб. Отмечается, что медики работают практически круглосуточно, по их словам, ранее раненых было в десятки раз меньше, сейчас же более 60 человек за сутки.",https://lenta.ru/news/2023/02/28/ranennie/,"Tue, 28 Feb 2023 19:07:00 +0300"

В Пентагоне обеспокоились коррупцией на Украине,"Пентагон проведет оценку поступающих из американских источников данных о ненадлежащем использовании военной и экономической помощи, предоставляемой Киеву от Вашингтона. Об этом заявил генеральный инспектор Вооруженных сил США Роберт Сторч, добавив, что считает важным держать налогоплательщиков в курсе событий.",https://lenta.ru/news/2023/02/28/pentagon_/,"Tue, 28 Feb 2023 19:05:00 +0300"

Аристократка сбежала с насильником и родила от него ребенка в машине,"В Великобритании задержана аристократка Констанция Мартен и ее возлюбленный Марк Гордон, находившиеся в розыске с 6 января. В данный момент полиция продолжает розыски ребенка пары, который, как считается, родился 5 января на заднем сиденье автомобиля, принадлежавшего Мартен. Горящую машину позже нашли на шоссе.",https://lenta.ru/news/2023/02/28/runawayheir/,"Tue, 28 Feb 2023 19:05:00 +0300"

Озвучены риски ранней беременности для здоровья матери,"Команда специалистов из разных стран, включая ученых их Имперского колледжа Лондона (ICL), озвучила риски для здоровья, которые несет ранняя беременность. Так, беременность сразу после пубертатного периода увеличила вероятность развития в будущем инсульта и сердечной недостаточности у матери на 25 процентов.",https://lenta.ru/news/2023/02/28/youngmam/,"Tue, 28 Feb 2023 19:03:00 +0300"

Минобороны объяснило появление «Ярсов» на улицах Москвы,"Минобороны России объяснило передвижение колонны пусковых установок подвижных грунтовых ракетных комплексов «Ярс» по улицам Москвы подготовкой к 9 Мая. В ночь на вторник, 28 февраля, жители российской столицы заметили колонну из «Ярсов» во время «марша» по городским магистралям.",https://lenta.ru/news/2023/02/28/yarss/,"Tue, 28 Feb 2023 19:00:00 +0300"

Акушерка подсказала родителям способ реагировать на аборт у подростка,"Акушерка, специалист по половому воспитанию Любовь Климова подсказала родителям способ реагировать на аборт у подростка. Отвечая на вопрос обеспеченной женщины, которая против аборта у дочери-подростка, Климова заявила, что не надо принуждать несовершеннолетнюю девушку сохранять нежелательную беременность.",https://lenta.ru/news/2023/02/28/abortion/,"Tue, 28 Feb 2023 18:56:00 +0300"

Парализованный пассажир самолета дополз на руках до автобуса и захотел извинений,"Пассажир Спенсер Уоттс, парализованный ниже пояса, путешествовал с семьей с авиакомпанией Ryanair и рассказал об унижении в аэропорту. По словам мужчины, ему не предоставили запрошенную помощь и инвалидную коляску, поэтому он был вынужден ползти до автобуса на руках.",https://lenta.ru/news/2023/02/28/pass/,"Tue, 28 Feb 2023 18:49:00 +0300"

Стала известна реакция игрока сборной Марокко на обвинения в изнасиловании,"Журналист Дани Хиль рассказал о реакции защитника сборной Марокко Ашрафа Хакими на обвинения в сексуальном насилии. Окружение футболиста отрицает факт домогательств. Отмечается, что футболист, находившийся на церемонии вручения призов The Best, был очень спокоен.",https://lenta.ru/news/2023/02/28/xakimi2/,"Tue, 28 Feb 2023 18:48:00 +0300"

Оппозиция в Кишиневе приняла резолюцию с требованием отставки Санду,"Оппозиция, устроившая митинг в Кишиневе, приняла резолюцию с требованием отставки президента Молдавии Майи Санду, правительства Дорина Речана, проведения досрочных парламентских выборов, а также призывом отказаться от милитаристской риторики. В акции приняли участие около 10 тысяч человек.",https://lenta.ru/news/2023/02/28/resolution/,"Tue, 28 Feb 2023 18:47:00 +0300"

Блогерша примерила старую одежду матери и восхитила зрителей,"Блогерша Пенелопа с никнеймом idk.penelope примерила старую одежду матери и восхитила зрителей. Девушка примерила несколько юбок, в том числе зеленую юбку-карандаш, камуфляжную и клетчатую длины миди. Кроме того, она надела белое полупрозрачное платье и джинсовые крутку и комбинезон.",https://lenta.ru/news/2023/02/28/old-clothes/,"Tue, 28 Feb 2023 18:46:00 +0300"

Иностранца обвинили в истязании пяти российских детей в медресе,"В Уфе 28-летнему иностранцу предъявили обвинение в истязании пяти детей в возрасте от 6 до 12 лет. По версии следствия, в январе-феврале мужчина применял силу в отношении детей, отданных на воспитание. Об этом стало известно от одного из потерпевших. Всех несовершеннолетних поместили в приюты.",https://lenta.ru/news/2023/02/28/istyaz/,"Tue, 28 Feb 2023 18:44:00 +0300"

Раскрыта тайна древнего магматического океана на Земле,"Ученые Университета штата Флорида раскрыли время остывания древнего магматического океана, который покрывал всю поверхность молодой Земли и уходил на тысячи километров вглубь ее недр. Скорость охлаждения магмы повлияла на формирование геологических слоев планеты и их химический состав.",https://lenta.ru/news/2023/02/28/magma/,"Tue, 28 Feb 2023 18:42:00 +0300"

В Москве таксист сбил семилетнего ребенка,"В Москве водитель такси сбил семилетнего мальчика. Об этом сообщает столичная прокуратура. Инцидент произошел на Измайловском бульваре. По данным ведомства, за рулем автомобиля Hyundai находился 46-летний мужчина. Мальчика госпитализировали, прокуратура устанавливает обстоятельства произошедшего.",https://lenta.ru/news/2023/02/28/taxi/,"Tue, 28 Feb 2023 18:41:00 +0300"

Опубликовано видео задержания Игоря Талькова-младшего с наркотиками,"Опубликовано видео задержания музыканта Игоря Талькова-младшего. В ролике можно увидеть, как полицейские выводят сына известного певца из автомобиля. Его супруга Светлана нецензурно комментирует действия сотрудников правоохранительных органов. Талькова-младшего задержали с наркотиками.",https://lenta.ru/news/2023/02/28/talkov/,"Tue, 28 Feb 2023 18:41:00 +0300"

В Сербии заявили о тайной отправке оружия Украине,"В Сербии начались парламентские слушания из-за информации о поставке Украине 3500 ракет для реактивных систем залпового огня (РСЗО) «Град». Отмечается, что депутат от народной партии Сербии Мирослав Алексич спросил, почему разведка и МИД страны разрешили поставку 122-миллиметровых боеприпасов для РСЗО в Турцию.",https://lenta.ru/news/2023/02/28/serbiya/,"Tue, 28 Feb 2023 18:41:00 +0300"

Раскрыта средняя стоимость квартиры комфорт-класса в Москве,"В январе средняя стоимость новой квартиры комфорт-класса в Старой Москве установилась на уровне в 10,9 миллиона рублей. Информацию о ценах на это жилье «Ленте.ру» раскрыли аналитики компании VSN Realty. В первом месяце текущего года стоимость самого дешевого объекта комфорт-класса составила 4,2 миллиона рублей.",https://lenta.ru/news/2023/02/28/komfort_klass/,"Tue, 28 Feb 2023 18:40:00 +0300"

Зеленский встретился с прокурором Международного уголовного суда в Киеве,"Президент Украины Владимир Зеленский встретился с прокурором Международного уголовного суда (МУС) Каримом Ханом в Киеве. Об этом глава государства сообщил в своем Telegram-канале. Он отметил, что Киев чувствует поддержку со стороны МУС. О визите Хана в Киев заранее не объявлялось.",https://lenta.ru/news/2023/02/28/ze_prokuror/,"Tue, 28 Feb 2023 18:37:00 +0300"

Россияне признались в готовности покупать почти просроченную еду ради экономии,"Две трети россиян готовы выбирать продукты, которые скоро испортятся. Из них 25 процентов целенаправленно ищут подобные товары в магазинах, чтобы сэкономить. Это показал опрос Национального агентства финансовых исследований. В нем приняли участие 1600 человек из разных регионов страны.",https://lenta.ru/news/2023/02/28/opros_produkty/,"Tue, 28 Feb 2023 18:29:00 +0300"

В США признали Украину проигравшей стороной конфликта,"Украина уже является проигравшей стороной конфликта из-за развала экономики и потери значительной части территории, написал в Twitter профессор экономики из США Ричард Вольф. «Украинская экономика разорена и теперь зависит от США». — написал он, отметив, что РФ контролирует значительную часть территории страны.",https://lenta.ru/news/2023/02/28/mda/,"Tue, 28 Feb 2023 18:27:00 +0300"

Путин подписал закон о приостановке участия России в ДСНВ,"Президент Владимир Путин подписал закон о приостановке участия России в Договоре по сокращению стратегических наступательных вооружений. В документе подчеркивается, что закон выступает в силу после официального опубликования. Решение о возобновлении участия России в договоре может принять президент.",https://lenta.ru/news/2023/02/28/ddscm/,"Tue, 28 Feb 2023 18:16:00 +0300"

Российскому вору в законе Кащею вынесли приговор за статус,"Ставропольский краевой суд приговорил 48-летнего жителя Карачаево-Черкесской Республики, который больше 17 лет занимал высшее положение в преступной иерархии, к восьми годам колонии строгого режима. Следствие и суд установили, что статус вора в законе фигурант получил в 2004 году в Москве.",https://lenta.ru/news/2023/02/28/ierark/,"Tue, 28 Feb 2023 18:14:00 +0300"

Кейт Миддлтон вышла в свет в дешевой юбке Zara,"Принцесса Уэльская Кэтрин появилась на публике в дешевой одежде испанского массмаркетового бренда Zara. Кейт Миддлтон вышла в свет в длинном кремовом пальто, белой водолазке и юбке с узором «гусиные лапки» указанной марки стоимостью 20 фунтов стерлингов (примерно 1800 рублей).",https://lenta.ru/news/2023/02/28/zaraskirt/,"Tue, 28 Feb 2023 18:07:00 +0300"

Удар российским «Ланцетом» по украинскому «Оплоту» показали на видео,Силы специальных операций России применили дрон-камикадзе «Ланцет» для поражения редкого украинского танка Т-84У «Оплот». Модернизированная версия беспилотника с X-образным крылом несет боевую часть весом пять килограммов. Дальность полета «Ланцета» составляет 40 километров.,https://lenta.ru/news/2023/02/28/lancet/,"Tue, 28 Feb 2023 18:03:00 +0300"

В российском регионе сделали первую в мире марку из клыка моржа,Первую в мире марку из клыка моржа изготовили мастера Уэленской косторезной мастерской на Чукотке. Увидеть уникальное творение можно будет в Москве в рамках выставки-ярмарки народных художественных промыслов «Ладья. Весенняя фантазия». Мероприятие будет проходить в «Экспоцентре» с 1 по 5 марта.,https://lenta.ru/news/2023/02/28/klik/,"Tue, 28 Feb 2023 18:01:00 +0300"

В Приднестровье анонсировали очередные военные сборы,"В Приднестровье пройдут очередные военные сборы. Их анонсировали в министерстве обороны непризнанной Приднестровской молдавской республики (ПМР). В ведомстве уточнили, что сборы, организованные миротворческим контингентом ПМР, начнутся 1 марта. Отмечается, что они продлятся три месяца.",https://lenta.ru/news/2023/02/28/sbory_pmr/,"Tue, 28 Feb 2023 17:53:00 +0300"

Популярный российский блогер оценил перспективу эмиграции,"Популярный российский блогер и рэпер Эльдар Джарахов в интервью Петру Плоскову на YouTube высказался о перспективах эмиграции. Он также заявил, что старается не высказываться резко о политических вопросах. Одной из причин блогер назвал осознание того, что он не разбирается во многих темах.",https://lenta.ru/news/2023/02/28/dzharah/,"Tue, 28 Feb 2023 17:48:00 +0300"

Стало известно о роли Мадонны в жизни бездомного брата до его смерти,"Американская певица Мадонна заботилась о своем старшем брате Энтони Джерарде Чикконе до его смерти. По данным портала, исполнительница в течение многих лет оплачивала лечение брата в реабилитационном центре в Мичигане вплоть до его смерти. За последнее время мужчина сильно похудел, питался и дышал при помощи трубок.",https://lenta.ru/news/2023/02/28/brother/,"Tue, 28 Feb 2023 17:46:00 +0300"

В ГД отказались говорить с «уголовной шпаной» из движения «ЧВК Редан»,Депутат Журавлев: говорить с уголовной шпаной из «Редан» — большая честь — их воспитывать должны в колонии,https://news.ru/vlast/v-gd-otkazalis-govorit-s-ugolovnoj-shpanoj-iz-dvizheniya-chvk-redan/,"Wed, 01 Mar 2023 08:42:56 +0300"

Китайский сухогруз затонул у берегов Сахалина,"Сухогруз под флагом КНР затонул в Татарском проливе у берегов Сахалина, сообщили в пресс-службе Росморречфлота. Экипаж был принят на борт подошедшего судна. Пострадавших нет, о причинах инцидента не сообщается.",https://news.ru/russia/kitajskij-suhogruz-zatonul-u-beregov-sahalina/,"Wed, 01 Mar 2023 08:36:41 +0300"

В России могут сократить список ввозимых без перецепки товаров из Европы,"Российское правительство рассмотрит вопрос сокращения списка товаров, перевозка которых европейскими грузовиками не запрещена",https://news.ru/vlast/v-rossii-mogut-sokratit-spisok-vvozimyh-bez-perecepki-tovarov-iz-evropy/,"Wed, 01 Mar 2023 08:32:00 +0300"

"Названы факторы, провоцирующие образование желчных камней",Терапевт Чиркова: лишний вес и отсутствие нагрузок могут спровоцировать образование желчных камней,https://news.ru/society/nazvany-faktory-provociruyushie-obrazovanie-zhelchnyh-kamnej/,"Wed, 01 Mar 2023 08:28:36 +0300"

В ГД внесли поправки об ответственности за дискредитацию участников СВО,"Поправки в УК РФ и КоАП РФ об ответственности за дискредитацию участников спецоперации, в том числе добровольческих формирований, внесены в Госдуму, сообщил спикер Госдумы Вячеслав Володин.",https://news.ru/vlast/v-gd-vnesli-popravki-ob-otvetstvennosti-za-diskreditaciyu-uchastnikov-svo/,"Wed, 01 Mar 2023 08:18:31 +0300"

«Агрессивная сексуальность»: Лисовец перечислил модные тренды весны,Стилист Лисовец назвал агрессивную сексуальность главным модным трендом весны,https://news.ru/society/agressivnaya-seksualnost-lisovec-perechislil-modnye-trendy-vesny/,"Wed, 01 Mar 2023 08:00:20 +0300"

Климатолог предупредил о новой опасности «ледника Судного дня»,Климатолог Кокорин: айсберг отколется от «ледника Судного дня» в Антарктиде,https://news.ru/world/klimatolog-predupredil-o-novoj-opasnosti-lednika-sudnogo-dnya/,"Wed, 01 Mar 2023 07:57:40 +0300"

Индия захотела разрешить разногласия G7 и России,Times of India: Индия рассчитывает разрешить разногласия между G7 и Россией в Нью-Дели,https://news.ru/world/indiya-zahotela-razreshit-raznoglasiya-g7-i-rossii/,"Wed, 01 Mar 2023 07:52:32 +0300"

Загадочные шары атакуют Украину: новости СВО к утру 1 марта,Последние новости об СВО на Украине,https://news.ru/russia/tanki-leopard-pod-artemovskom-novosti-svo-k-vecheru-28-fevralya/,"Wed, 01 Mar 2023 07:50:40 +0300"

«Знойкий ветер и снег»: синоптик о столичной погоде 1 марта,Синоптик Шувалов предупредил москвичей о промозглом ветре 1 марта,https://news.ru/moskva/znojkij-veter-i-sneg-sinoptik-o-stolichnoj-pogode-1-marta/,"Wed, 01 Mar 2023 07:30:17 +0300"

В России изменились правила приоритета на дороге,В России с 1 марта изменились правила проезда перекрестков с круговым движением,https://news.ru/avto/v-rossii-vstupili-v-silu-novye-pravila-prioriteta-na-doroge/,"Wed, 01 Mar 2023 07:27:19 +0300"

"В США призвали не говорить о переговорах, чтобы не обижать Зеленского",NYT: разговоры о переговорах разрушают моральный дух Киева,https://news.ru/world/v-ssha-prizvali-ne-govorit-o-peregovorah-chtoby-ne-obizhat-zelenskogo/,"Wed, 01 Mar 2023 06:57:05 +0300"

Лавров в Азербайджане: главы МИД обсудили мир с Арменией и мегапроекты,"Ереван не дает окончательного согласия на установление мира с Баку, констатировал российский министр",https://news.ru/cis/lavrov-v-baku/,"Wed, 01 Mar 2023 06:45:35 +0300"

Российские военкоры сообщили об атаке Украины «странными объектами»,«РВ»: странные объекты атакуют цели противника в Полтавской области Украины,https://news.ru/russia/rossijskie-voenkory-soobshili-ob-atake-ukrainy-strannymi-obektami/,"Wed, 01 Mar 2023 06:42:55 +0300"

Вашингтон оправдался за отказ отправлять Киеву истребители,Замглавы Пентагона Кол: США не отправят Киеву F-16 из-за их стоимости и сроков поставки,https://news.ru/world/vashington-opravdalsya-za-otkaz-otpravlyat-kievu-istrebiteli/,"Wed, 01 Mar 2023 06:42:34 +0300"

В Европе оценили идею отмены части санкций против России,Евродипломат Стано: ждать смягчения санкций ЕС против России в ближайшее время не стоит,https://news.ru/world/v-evrope-ocenili-ideyu-otmeny-chasti-sankcij-protiv-rossii/,"Wed, 01 Mar 2023 06:30:35 +0300"

Китай обвинили в помощи ЧВК «Вагнер»,Reuters: США обвинили компанию Spacety из КНР в отправке спутниковых снимков ЧВК «Вагнер»,https://news.ru/world/kitaj-obvinili-v-pomoshi-chvk-vagner/,"Wed, 01 Mar 2023 06:15:01 +0300"

Бойцы батальона «Крым» вырвались из украинской засады и спасли женщину,Бойцы батальона «Крым» с боем вырвались из украинской засады и спасли женщину в Каменском,https://news.ru/world/bojcy-batalona-krym-vyrvalis-iz-ukrainskoj-zasady-i-spasli-zhenshinu/,"Wed, 01 Mar 2023 05:55:02 +0300"

Ряды ВСУ пополнились военкомами,РИА Новости: военкомов на Украине отправили на фронт за невыполнение плана мобилизации,https://news.ru/world/ryady-vsu-popolnilis-voenkomami/,"Wed, 01 Mar 2023 05:49:41 +0300"

Российские силы разбили подразделение ВСУ «имени Бориса Джонсона»,Российские силы разбили подразделение ВСУ «имени Бориса Джонсона» под Артемовском,https://news.ru/world/rossijskie-sily-razbili-podrazdelenie-vsu-imeni-borisa-dzhonsona/,"Wed, 01 Mar 2023 05:46:52 +0300"

"Нефть дорожает, в Азии позитив","
В среду, 1 марта, к 8:05 мск фьючерс на американский индекс S&P прибавляет 0,01%, до 3975,75 пункта. Предыдущий торговый день индексы США завершили небольшим снижением – в пределах 0,7%.
Рубль утром слегка снижается. Доллар прибавляет 0,37%, до 75,25 рубля, юань – 0,6%, до 10,85.
Нефть дорожает – сорт Brent в плюсе на 0,58%, до 83,93 доллара за баррель, WTI – на 0,57%, до 77,49 доллара.
В Азии настроения позитивные. Японский индекс Nikkei 225 поднимается на 0,19%, до 27499,05 пункта, китайский CSI 300 – на 1,36%, до 4124,93 пункта, гонконгский Hang Seng – на 3,37%, до 20451,95 пункта. В Южной Корее торгов нет в связи с праздником – Днем движения за независимость.

",https://www.finam.ru/publications/item/neft-dorozhaet-v-azii-pozitiv-20230301-0810/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Wed, 01 Mar 2023 08:10:42 +0300"

ООН прилагает усилия по снятию препятствий для экспорта удобрений и зерна РФ,"
ООН, 28 фев – РИА Новости. ООН продолжает прилагать усилия для снятия препятствий для экспорта российских удобрений и продовольствия, заявил на брифинге официальный представитель генсека организации Стефан Дюжаррик.
""Мы продолжаем прилагать усилия, чтобы добиться экспорта и выхода на рынок российских удобрений и российского зерна. Определенная часть была экспортирована, но можно сделать больше. И мы работаем с правительствами, с ЕС, с частным сектором, чтобы решить этот вопрос во имя всех людей, которые нуждаются в удобрениях в посевных на следующий сезон"", - сказал Дюжаррик.
По его словам, генсек Конференции ООН по торговле и развитию (ЮНКТАД) Ребекка Гринспан работает усердно над вопросом обеспечения вывоза российских удобрений на рынок, в том числе тех, что находятся на кораблях в европейских портах.
Зерновая сделка, которую 22 июля 2022 года подписали представители России, Турции, Украины и ООН, предполагает вывоз украинского зерна, продовольствия и удобрений по Черному морю из трех портов, включая Одессу. Согласованием движения судов занимается Совместный координационный центр (СКЦ) в Стамбуле. В МИД РФ заявляли, что российская сторона допускает техническую пролонгацию ""черноморской инициативы"" по вывозу украинского зерна без каких-либо изменений по срокам и охвату.
Договор истекал 18 ноября, но подразумевал автоматическое продление на 120 дней при отсутствии возражений какой-либо из сторон. В МИД РФ заявили, что ""таких возражений не поступило"", одновременно отметив, что российская сторона допускает техническую пролонгацию ""черноморской инициативы"" по вывозу украинского зерна без каких-либо изменений по срокам и охвату.
Сама сделка является составной частью пакетной договоренности, которая в том числе предусматривает разблокировку российского экспорта продовольствия и удобрений - Москва отмечала, что именно это не было выполнено. При этом со стороны ООН были заверения, что ограничения будут сняты. Кроме того, генсек ООН Антониу Гутерреш отмечал, что для бесперебойного экспорта украинских и российских продуктов питания и удобрений необходимо привлекать частный сектор.
",https://www.finam.ru/publications/item/oon-prilagaet-usiliya-po-snyatiyu-prepyatstviy-dlya-eksporta-udobreniy-i-zerna-rf-20230228-2224/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Tue, 28 Feb 2023 22:24:29 +0300"

"VK сохранила сотрудникам возможность удаленной работы, но только с территории РФ","
МОСКВА, 28 фев - РИА Новости/Прайм. VK сохраняет сотрудникам возможность удаленной работы, однако только с территории России, что важно для продуктов и сервисов компании, следует из письма VK своим сотрудникам, копия которого есть у РИА Новости.
""Это касается самых разных сфер, и в том числе - удаленной работы. Мы сохраняем этот формат, но уточняем, что он возможен с территории России. Работа внутри страны - это очень важно для наших продуктов и сервисов"", - говорится в письме.
В этом же письме отмечается, что компании важно ""находиться в одном контексте с пользователями и понимать их потребности"".
""В VK сохраняется возможность удаленной работы. Сотрудники имеют возможность работать из офиса, в гибридном формате и на удаленке. При этом полноформатная удаленная работа со всеми доступами, включая работу с данными пользователей, возможна из офиса или удаленно с территории России"", - прокомментировали позже в пресс-службе компании.
",https://www.finam.ru/publications/item/vk-sokhranila-sotrudnikam-vozmozhnost-udalennoy-raboty-no-tolko-s-territorii-rf-20230228-2124/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Tue, 28 Feb 2023 21:18:57 +0300"

"Объем денежной массы в России в январе сократился на 0,83%","
Объем денежной массы в национальном определении в России в январе сократился на 0,83%, следует из данных Банка России.
Показатель на 1 февраля 2023 года составил 81704,6 млрд рублей. Объем денежной массы за месяц снизился на 683,5 миллиарда рублей.
",https://www.finam.ru/publications/item/obem-denezhnoy-massy-v-rossii-v-yanvare-sokratilsya-na-083-20230228-2111/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Tue, 28 Feb 2023 21:11:53 +0300"

"События предстоящего дня: ""Юнипро"" опубликует отчетность по РСБУ за 2022 год","В среду, 1 марта, ""ФосАгро"" закроет реестр акционеров для участия в ГОСА. Оно состоится 4 марта.
""Юнипро"" опубликует отчетность по РСБУ за 2022 год. Выручка компании за 2021 год выросла на 17%, чистая прибыль - на 9,8%.
Мосбиржа прекратит листинг акций ""Иркутскэнерго"". Компания получила уведомление о том, что биржей 24.01.2023 принято решение об исключении с 1 марта 2023 года обыкновенных акций ПАО ""Иркутскэнерго"" из раздела ""третий уровень"" списка ценных бумаг, допущенных к торгам.
Мосбиржа начнет торги фьючерсами на турецкую лиру и гонконгский доллар. Запуск новых контрактов обусловлен ростом интереса клиентов к этим валютам.
 ",https://www.finam.ru/publications/item/sobytiya-predstoyashchego-dnya-yunipro-opublikuet-otchetnost-po-rsbu-za-2022-god-20230228-2041/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Tue, 28 Feb 2023 20:41:13 +0300"

